descriptor s_test R_test Z_test
0	1.65343	9.99999e-06	0.002	-0.402034	-0.00161644
0.005	1.64843	3.00508e-05	0.00401017	-0.404072	-0.00324932
0.01	1.64343	6.02033e-05	0.00603053	-0.406113	-0.00489869
0.015	1.63843	0.000100508	0.00806109	-0.408157	-0.00656454
0.02	1.63343	0.000151017	0.0101019	-0.410206	-0.00824691
0.025	1.62844	0.00021178	0.0121529	-0.412258	-0.0099458
0.03	1.62344	0.000282848	0.0142142	-0.414314	-0.0116612
0.035	1.61844	0.000364274	0.0162858	-0.416374	-0.0133933
0.04	1.61344	0.000456107	0.0183676	-0.418438	-0.0151418
0.045	1.60844	0.000558399	0.0204598	-0.420506	-0.016907
0.05	1.60344	0.000671201	0.0225624	-0.422578	-0.0186888
0.055	1.59844	0.000794565	0.0246752	-0.424655	-0.0204873
0.06	1.59344	0.000928541	0.0267985	-0.426736	-0.0223024
0.065	1.58845	0.00107318	0.0289322	-0.428821	-0.0241342
0.07	1.58345	0.00122854	0.0310763	-0.430911	-0.0259826
0.075	1.57845	0.00139466	0.0332309	-0.433006	-0.0278478
0.08	1.57345	0.0015716	0.0353959	-0.435106	-0.0297297
0.085	1.56846	0.00175942	0.0375714	-0.43721	-0.0316283
0.09	1.56346	0.00195815	0.0397575	-0.439319	-0.0335437
0.095	1.55847	0.00216786	0.0419541	-0.441434	-0.0354759
0.1	1.55347	0.0023886	0.0441612	-0.443553	-0.0374248
0.105	1.54848	0.00262041	0.046379	-0.445678	-0.0393906
0.11	1.54348	0.00286335	0.0486074	-0.447809	-0.0413732
0.115	1.53849	0.00311747	0.0508464	-0.449944	-0.0433726
0.12	1.5335	0.00338283	0.0530961	-0.452085	-0.0453889
0.125	1.5285	0.00365947	0.0553566	-0.454232	-0.047422
0.13	1.52351	0.00394745	0.0576277	-0.456385	-0.049472
0.135	1.51852	0.00424682	0.0599097	-0.458544	-0.051539
0.14	1.51353	0.00455763	0.0622024	-0.460708	-0.0536228
0.145	1.50854	0.00487993	0.0645059	-0.462879	-0.0557236
0.15	1.50355	0.00521379	0.0668203	-0.465056	-0.0578413
0.155	1.49856	0.00555924	0.0691456	-0.467239	-0.059976
