descriptor s_test R_test Z_test
0	1.47826	9.99999e-006	0.002	-0.402073	-0.00161572
0.005	1.47326	3.00518e-005	0.00401037	-0.404153	-0.00324717
0.01	1.46826	6.02073e-005	0.00603113	-0.406239	-0.0048944
0.015	1.46326	0.000100518	0.00806233	-0.408331	-0.00655741
0.02	1.45826	0.000151037	0.010104	-0.41043	-0.00823625
0.025	1.45326	0.000211817	0.0121561	-0.412535	-0.00993092
0.03	1.44826	0.000282908	0.0142188	-0.414647	-0.0116415
0.035	1.44326	0.000364365	0.016292	-0.416766	-0.0133679
0.04	1.43826	0.000456239	0.0183759	-0.418892	-0.0151103
0.045	1.43326	0.000558584	0.0204703	-0.421025	-0.0168685
0.05	1.42827	0.000671451	0.0225755	-0.423165	-0.0186428
0.055	1.42327	0.000794895	0.0246913	-0.425313	-0.0204331
0.06	1.41827	0.000928968	0.0268178	-0.427469	-0.0222394
0.065	1.41327	0.00107372	0.0289552	-0.429632	-0.0240617
0.07	1.40827	0.00122922	0.0311033	-0.431803	-0.0259001
0.075	1.40328	0.0013955	0.0332624	-0.433983	-0.0277546
0.08	1.39828	0.00157262	0.0354323	-0.43617	-0.0296252
0.085	1.39328	0.00176064	0.0376131	-0.438366	-0.031512
0.09	1.38829	0.00195961	0.039805	-0.440571	-0.033415
0.095	1.38329	0.00216959	0.0420078	-0.442784	-0.0353342
0.1	1.3783	0.00239063	0.0442217	-0.445006	-0.0372696
0.105	1.3733	0.00262278	0.0464468	-0.447237	-0.0392213
0.11	1.36831	0.0028661	0.0486829	-0.449477	-0.0411892
0.115	1.36331	0.00312064	0.0509303	-0.451727	-0.0431735
0.12	1.35832	0.00338646	0.053189	-0.453987	-0.0451742
0.125	1.35333	0.00366361	0.0554589	-0.456256	-0.0471912
0.13	1.34834	0.00395215	0.0577402	-0.458535	-0.0492246
0.135	1.34335	0.00425214	0.0600329	-0.460824	-0.0512744
0.14	1.33836	0.00456362	0.062337	-0.463123	-0.0533407
0.145	1.33337	0.00488666	0.0646526	-0.465433	-0.0554235
0.15	1.32838	0.0052213	0.0669798	-0.467754	-0.0575228
0.155	1.32339	0.00556762	0.0693185	-0.470085	-0.0596386
0.16	1.3184	0.00592566	0.071669	-0.472428	-0.061771
0.165	1.31342	0.00629548	0.0740311	-0.474782	-0.06392
0.17	1.30843	0.00667713	0.076405	-0.477147	-0.0660857
0.175	1.30345	0.00707068	0.0787907	-0.479524	-0.068268
0.18	1.29846	0.00747617	0.0811884	-0.481913	-0.0704671
0.185	1.29348	0.00789367	0.0835979	-0.484314	-0.0726828
0.19	1.2885	0.00832324	0.0860195	-0.486727	-0.0749153
0.195	1.28352	0.00876493	0.0884531	-0.489153	-0.0771646
0.2	1.27854	0.0092188	0.0908989	-0.491592	-0.0794307
0.205	1.27356	0.00968491	0.0933569	-0.494044	-0.0817137
0.21	1.26858	0.0101633	0.0958271	-0.496509	-0.0840135
0.215	1.26361	0.0106541	0.0983096	-0.498987	-0.0863303
0.22	1.25863	0.0111572	0.100805	-0.501479	-0.088664
0.225	1.25366	0.0116729	0.103312	-0.503985	-0.0910147
0.23	1.24869	0.012201	0.105832	-0.506505	-0.0933824
0.235	1.24372	0.0127418	0.108364	-0.50904	-0.0957671
0.24	1.23875	0.0132952	0.11091	-0.511589	-0.098169
0.245	1.23378	0.0138613	0.113468	-0.514154	-0.100588
0.25	1.22881	0.0144402	0.116038	-0.516733	-0.103024
0.255	1.22385	0.015032	0.118622	-0.519328	-0.105477
0.26	1.21888	0.0156366	0.121219	-0.521939	-0.107948
0.265	1.21392	0.0162541	0.123828	-0.524565	-0.110436
0.27	1.20896	0.0168847	0.126451	-0.527208	-0.112941
0.275	1.204	0.0175283	0.129087	-0.529868	-0.115463
0.28	1.19905	0.0181851	0.131737	-0.532544	-0.118003
0.285	1.19409	0.0188551	0.134399	-0.535238	-0.12056
0.29	1.18914	0.0195383	0.137075	-0.537949	-0.123134
0.295	1.18419	0.0202349	0.139765	-0.540678	-0.125726
0.3	1.17924	0.0209448	0.142469	-0.543424	-0.128336
0.305	1.17429	0.0216682	0.145186	-0.546189	-0.130963
0.31	1.16935	0.0224051	0.147917	-0.548973	-0.133608
0.315	1.1644	0.0231555	0.150662	-0.551776	-0.13627
0.32	1.15946	0.0239196	0.15342	-0.554598	-0.13895
0.325	1.15452	0.0246974	0.156193	-0.55744	-0.141647
0.33	1.14959	0.025489	0.158981	-0.560301	-0.144363
0.335	1.14465	0.0262944	0.161782	-0.563183	-0.147096
0.34	1.13972	0.0271137	0.164598	-0.566086	-0.149847
0.345	1.13479	0.0279469	0.167428	-0.56901	-0.152616
0.35	1.12986	0.0287942	0.170273	-0.571955	-0.155403
0.355	1.12494	0.0296555	0.173133	-0.574921	-0.158207
0.36	1.12001	0.030531	0.176008	-0.57791	-0.16103
0.365	1.11509	0.0314207	0.178897	-0.580922	-0.16387
0.37	1.11018	0.0323247	0.181802	-0.583956	-0.166729
0.375	1.10526	0.0332431	0.184722	-0.587013	-0.169606
0.38	1.10035	0.0341759	0.187657	-0.590094	-0.172501
