descriptor s_test R_test Z_test
0	1.49063	9.99999e-006	0.002	-0.402866	-0.00161896
0.005	1.48563	3.00716e-005	0.00401433	-0.405742	-0.00325695
0.01	1.48063	6.02866e-005	0.00604304	-0.408631	-0.00491406
0.015	1.47563	0.000100717	0.00808619	-0.411531	-0.00659037
0.02	1.47063	0.000151435	0.0101438	-0.414442	-0.00828597
0.025	1.46563	0.000212514	0.0122161	-0.417366	-0.0100009
0.03	1.46063	0.000284026	0.0143029	-0.420302	-0.0117353
0.035	1.45563	0.000366045	0.0164044	-0.42325	-0.0134893
0.04	1.45063	0.000458642	0.0185206	-0.42621	-0.0152628
0.045	1.44563	0.000561894	0.0206517	-0.429184	-0.0170561
0.05	1.44064	0.000675872	0.0227976	-0.43217	-0.0188691
0.055	1.43564	0.000800651	0.0249585	-0.43517	-0.020702
0.06	1.43064	0.000936306	0.0271343	-0.438183	-0.0225549
0.065	1.42564	0.00108291	0.0293252	-0.44121	-0.0244278
0.07	1.42064	0.00124054	0.0315313	-0.44425	-0.0263208
0.075	1.41565	0.00140927	0.0337525	-0.447305	-0.0282341
0.08	1.41065	0.00158918	0.0359891	-0.450374	-0.0301676
0.085	1.40565	0.00178034	0.0382409	-0.453457	-0.0321216
0.09	1.40066	0.00198282	0.0405082	-0.456555	-0.034096
0.095	1.39566	0.00219671	0.042791	-0.459668	-0.0360911
0.1	1.39067	0.00242208	0.0450893	-0.462796	-0.0381068
0.105	1.38567	0.00265901	0.0474033	-0.46594	-0.0401432
0.11	1.38068	0.00290757	0.049733	-0.469099	-0.0422006
0.115	1.37569	0.00316785	0.0520785	-0.472274	-0.0442789
0.12	1.37069	0.00343991	0.0544399	-0.475465	-0.0463782
0.125	1.3657	0.00372385	0.0568172	-0.478673	-0.0484986
0.13	1.36071	0.00401973	0.0592106	-0.481897	-0.0506403
0.135	1.35572	0.00432763	0.06162	-0.485138	-0.0528034
0.14	1.35073	0.00464764	0.0640457	-0.488396	-0.0549879
0.145	1.34574	0.00497983	0.0664877	-0.491672	-0.0571939
0.15	1.34075	0.00532429	0.0689461	-0.494965	-0.0594215
0.155	1.33577	0.00568109	0.0714209	-0.498276	-0.0616708
0.16	1.33078	0.00605032	0.0739123	-0.501606	-0.063942
0.165	1.32579	0.00643205	0.0764203	-0.504954	-0.0662352
0.17	1.32081	0.00682636	0.0789451	-0.50832	-0.0685503
0.175	1.31583	0.00723335	0.0814867	-0.511706	-0.0708876
0.18	1.31084	0.00765308	0.0840452	-0.515111	-0.0732472
0.185	1.30586	0.00808564	0.0866208	-0.518536	-0.075629
0.19	1.30088	0.00853112	0.0892134	-0.52198	-0.0780334
0.195	1.2959	0.00898959	0.0918233	-0.525445	-0.0804603
0.2	1.29093	0.00946114	0.0944506	-0.52893	-0.0829099
0.205	1.28595	0.00994585	0.0970952	-0.532436	-0.0853822
0.21	1.28097	0.0104438	0.0997574	-0.535964	-0.0878775
0.215	1.276	0.0109551	0.102437	-0.539512	-0.0903957
0.22	1.27103	0.0114798	0.105135	-0.543083	-0.0929371
0.225	1.26606	0.012018	0.10785	-0.546675	-0.0955017
0.23	1.26109	0.0125698	0.110584	-0.55029	-0.0980896
0.235	1.25612	0.0131353	0.113335	-0.553928	-0.100701
0.24	1.25115	0.0137145	0.116105	-0.557588	-0.103336
0.245	1.24619	0.0143076	0.118893	-0.561272	-0.105995
0.25	1.24122	0.0149145	0.121699	-0.56498	-0.108677
0.255	1.23626	0.0155356	0.124524	-0.568712	-0.111383
0.26	1.2313	0.0161707	0.127367	-0.572468	-0.114114
0.265	1.22635	0.01682	0.13023	-0.576249	-0.116868
0.27	1.22139	0.0174836	0.133111	-0.580056	-0.119647
0.275	1.21644	0.0181615	0.136011	-0.583887	-0.122451
0.28	1.21149	0.018854	0.138931	-0.587745	-0.125279
0.285	1.20654	0.0195609	0.141869	-0.591629	-0.128131
0.29	1.20159	0.0202825	0.144828	-0.595539	-0.131008
0.295	1.19664	0.0210189	0.147805	-0.599477	-0.133911
0.3	1.1917	0.02177	0.150803	-0.603442	-0.136838
0.305	1.18676	0.0225361	0.15382	-0.607435	-0.13979
0.31	1.18182	0.0233172	0.156857	-0.611456	-0.142768
0.315	1.17688	0.0241133	0.159914	-0.615505	-0.145771
0.32	1.17195	0.0249247	0.162992	-0.619584	-0.1488
0.325	1.16702	0.0257513	0.16609	-0.623692	-0.151855
0.33	1.16209	0.0265933	0.169208	-0.62783	-0.154935
0.335	1.15716	0.0274508	0.172347	-0.631998	-0.158041
0.34	1.15224	0.0283239	0.175507	-0.636197	-0.161174
0.345	1.14732	0.0292126	0.178688	-0.640426	-0.164332
0.35	1.1424	0.030117	0.18189	-0.644688	-0.167518
0.355	1.13749	0.0310373	0.185114	-0.648981	-0.170729
0.36	1.13258	0.0319735	0.188359	-0.653307	-0.173968
0.365	1.12767	0.0329258	0.191625	-0.657666	-0.177233
0.37	1.12276	0.0338942	0.194914	-0.662058	-0.180525
0.375	1.11786	0.0348789	0.198224	-0.666485	-0.183844
0.38	1.11296	0.0358798	0.201556	-0.670945	-0.187191
0.385	1.10807	0.0368972	0.204911	-0.67544	-0.190565
0.39	1.10317	0.0379312	0.208288	-0.67997	-0.193967
0.395	1.09829	0.0389817	0.211688	-0.684537	-0.197396
0.4	1.0934	0.040049	0.215111	-0.689139	-0.200853
0.405	1.08852	0.0411331	0.218557	-0.693778	-0.204338
0.41	1.08364	0.0422341	0.222025	-0.698455	-0.207852
0.415	1.07877	0.0433522	0.225518	-0.703169	-0.211394
0.42	1.0739	0.0444874	0.229034	-0.707921	-0.214964
0.425	1.06903	0.0456398	0.232573	-0.712712	-0.218563
0.43	1.06417	0.0468095	0.236137	-0.717543	-0.222191
0.435	1.05932	0.0479967	0.239724	-0.722413	-0.225847
0.44	1.05446	0.0492014	0.243337	-0.727324	-0.229533
0.445	1.04962	0.0504238	0.246973	-0.732275	-0.233248
0.45	1.04477	0.0516638	0.250635	-0.737268	-0.236993
0.455	1.03993	0.0529218	0.254321	-0.742303	-0.240767
0.46	1.0351	0.0541977	0.258032	-0.747381	-0.244572
0.465	1.03027	0.0554916	0.261769	-0.752501	-0.248406
0.47	1.02544	0.0568037	0.265532	-0.757666	-0.25227
0.475	1.02062	0.0581341	0.26932	-0.762874	-0.256164
0.48	1.01581	0.0594829	0.273134	-0.768128	-0.260089
0.485	1.011	0.0608501	0.276975	-0.773427	-0.264045
0.49	1.0062	0.0622359	0.280842	-0.778771	-0.268031
0.495	1.0014	0.0636405	0.284736	-0.784163	-0.272049
0.5	0.996604	0.0650638	0.288657	-0.789601	-0.276097
0.505	0.991816	0.066506	0.292605	-0.795088	-0.280177
0.51	0.987035	0.0679673	0.29658	-0.800622	-0.284288
0.515	0.982259	0.0694477	0.300583	-0.806206	-0.288431
0.52	0.977489	0.0709473	0.304615	-0.811839	-0.292606
0.525	0.972725	0.0724663	0.308674	-0.817523	-0.296813
0.53	0.967968	0.0740047	0.312761	-0.823257	-0.301052
0.535	0.963217	0.0755627	0.316878	-0.829043	-0.305323
0.54	0.958472	0.0771404	0.321023	-0.83488	-0.309627
0.545	0.953734	0.0787379	0.325197	-0.840771	-0.313964
0.55	0.949003	0.0803553	0.329401	-0.846714	-0.318333
0.555	0.944279	0.0819927	0.333635	-0.852712	-0.322736
0.56	0.939562	0.0836502	0.337898	-0.858764	-0.327171
0.565	0.934852	0.0853279	0.342192	-0.864872	-0.33164
0.57	0.930149	0.0870261	0.346516	-0.871035	-0.336143
0.575	0.925453	0.0887446	0.350872	-0.877255	-0.340679
0.58	0.920766	0.0904838	0.355258	-0.883531	-0.345249
